,Synthetic_PC3
2016-05-04,-0.012967616176177744
2016-05-05,-0.016247117638757212
2016-05-06,0.01730872776310977
2016-05-09,-0.015137866479920778
2016-05-10,0.0
2016-05-11,-0.011215538957476009
2016-05-12,0.019334511099584072
2016-05-13,-0.017893923318812427
2016-05-16,0.02299299442091511
2016-05-17,0.011589787288615799
2016-05-18,0.06793067978118256
2016-05-19,-0.016306907131372388
2016-05-20,0.0
2016-05-23,-0.004585873906949501
2016-05-24,0.01637486171977584
2016-05-25,-0.0017762604693042799
2016-05-26,-0.025315683883291855
2016-05-27,0.018400751060722285
2016-05-30,0.0
2016-05-31,-0.00754769455636357
2016-06-01,0.006395457582094492
2016-06-02,-0.02023708286915911
2016-06-03,-0.06665328485766177
2016-06-06,0.011050837582992811
2016-06-07,-0.008606504278008251
2016-06-08,-0.0023981264482364063
2016-06-09,-0.010229723368449304
2016-06-10,-0.026142283930371685
2016-06-13,-0.01743730138624812
2016-06-14,0.0031279394868225776
2016-06-15,-0.020324177669889087
2016-06-16,-0.00799832806761159
2016-06-17,0.024208608422409447
2016-06-20,0.0236642166630813
2016-06-21,0.028164454391434918
2016-06-22,-0.011944682733442721
2016-06-23,0.029251118131652314
2016-06-24,-0.0942490332349385
2016-06-27,-0.05549080659489949
2016-06-28,0.0
2016-06-29,0.020711764785193737
2016-06-30,-0.005675208276872876
2016-07-01,-0.012366455870032367
2016-07-04,0.0
2016-07-05,-0.04262718984309491
2016-07-06,0.004015382702334585
2016-07-07,0.01348467209317077
2016-07-08,-0.01982998825263628
2016-07-11,0.04369964811035587
2016-07-12,0.05120566558479693
2016-07-13,-0.024138246794670394
2016-07-14,0.02540795427729379
2016-07-15,0.03584813276687032
2016-07-18,-0.0034911877631447364
2016-07-19,-0.018648618941342225
2016-07-20,0.017198316656304165
2016-07-21,-0.019217704657697156
2016-07-22,0.007669150119119367
2016-07-25,0.010113472703961483
2016-07-26,-0.005707022522099945
2016-07-27,-0.03201798437508127
2016-07-28,-0.0034386041187702775
2016-07-29,-0.03640766180723696
2016-08-01,0.02488047521377689
2016-08-02,0.01375588403865801
2016-08-03,0.0
2016-08-04,-0.024925481788679524
2016-08-05,0.057455054747770566
2016-08-08,0.007605603005754127
2016-08-09,-0.025041614181429906
2016-08-10,-0.02779683710676295
2016-08-11,0.05150602661949402
2016-08-12,-0.03740050941346757
2016-08-15,-0.025675524283672112
2016-08-16,-0.011620489534576606
2016-08-17,0.005814583804977199
2016-08-18,0.018353725315668028
2016-08-19,-0.030473413734051828
2016-08-22,0.015156226804092031
2016-08-23,-0.0007318168115377966
2016-08-24,0.0067470524484223235
2016-08-25,-0.0161374219858691
2016-08-26,-0.03546074762530074
2016-08-29,0.030550513006380176
2016-08-30,-0.0003709972106674513
2016-08-31,-0.006264252776235309
2016-09-01,0.005449362801796935
2016-09-02,-0.013870657228681586
2016-09-05,0.0
2016-09-06,0.035819308811346956
2016-09-07,0.006127835020959708
2016-09-08,-0.04076471144709937
2016-09-09,-0.02836257460228582
2016-09-12,0.005345469805880732
2016-09-13,-0.029682832833456713
2016-09-14,0.023908376702232018
2016-09-15,-0.00029516740646267714
2016-09-16,0.00034975196808267146
2016-09-19,-0.0024754489073030984
2016-09-20,0.009760635797077012
2016-09-21,0.006747579629327229
2016-09-22,0.014155736696446014
2016-09-23,0.008145072608290846
2016-09-26,0.016846684761990645
2016-09-27,0.009435843127215774
2016-09-28,-0.005780591819550337
2016-09-29,0.003949171489294349
2016-09-30,-0.01176865383464816
2016-10-03,-0.016948484369938316
2016-10-04,-0.024050426737272975
2016-10-05,-0.015892730554077816
2016-10-06,-0.01148250484688363
2016-10-07,-0.005946073724347347
2016-10-10,0.0
2016-10-11,0.012666189548665972
2016-10-12,0.007008934806997772
2016-10-13,-0.015035238393917079
2016-10-14,0.015141262280953137
2016-10-17,-0.004328926797569361
2016-10-18,-0.011270674796840914
2016-10-19,0.004351523028837666
2016-10-20,-0.002517060580599884
2016-10-21,-0.0063074654758088315
2016-10-24,-0.010687618958162866
2016-10-25,0.0002722124250394897
2016-10-26,-0.0063150471829420685
2016-10-27,0.01655208029703025
2016-10-28,0.004414815644276876
2016-10-31,-0.008802132505092531
2016-11-01,0.002788334380387198
2016-11-02,-0.008958955246210605
2016-11-03,0.0019900113510517205
2016-11-04,-0.008535170009681145
2016-11-07,0.015568150360041501
2016-11-08,-0.010654561894369148
2016-11-09,-0.06811651907658334
2016-11-10,-0.028758899168778315
2016-11-11,0.0
2016-11-14,-0.02525853661712729
2016-11-15,-0.001944034925856485
2016-11-16,-0.0011146412335589384
2016-11-17,-0.019779621478605607
2016-11-18,-0.02357665953747124
2016-11-21,0.005182037649590597
2016-11-22,0.0076721990543404455
2016-11-23,-0.020388658438784006
2016-11-24,0.0
2016-11-25,0.0
2016-11-28,0.013715846704584067
2016-11-29,0.007807499174737277
2016-11-30,-0.02338801921926205
2016-12-01,-0.03074762989307983
2016-12-02,0.024293375168496
2016-12-05,0.0011850877588461483
2016-12-06,0.00013243996318541517
2016-12-07,-0.01892354287985375
2016-12-08,0.01723647837393791
2016-12-09,0.028802425526264136
2016-12-12,0.005622127682722604
2016-12-13,0.006395845087086051
2016-12-14,0.04493017230954667
2016-12-15,0.03505341444362976
2016-12-16,-0.009946770352013539
2016-12-19,-0.023596697776848297
2016-12-20,0.015291863032344727
2016-12-21,-0.009289475240223305
2016-12-22,-0.0005303520907045425
2016-12-23,0.0
2016-12-26,0.0
2016-12-27,0.00833700087529453
2016-12-28,-0.028355449224572997
2016-12-29,-0.018969642643148682
2016-12-30,-0.01710036743912681
2017-01-02,0.0
2017-01-03,0.0006066908458326617
2017-01-04,6.626977947875529e-05
2017-01-05,-0.03917489842411223
2017-01-06,-0.025867779731191563
2017-01-09,0.017691390870662703
2017-01-10,-0.001242403113441703
2017-01-11,0.00038513640886593835
2017-01-12,0.00970313753025639
2017-01-13,-0.016232023099142595
2017-01-16,-0.0
2017-01-17,0.030877693958539704
2017-01-18,-0.04420780928015143
2017-01-19,-0.02130732769755401
2017-01-20,0.004647472941770324
2017-01-23,0.034537693191525616
2017-01-24,-0.029214958792241362
2017-01-25,-0.027235047846266097
2017-01-26,0.01589401942734412
2017-01-27,0.007943480403566227
2017-01-30,0.0
2017-01-31,0.01937597297154079
2017-02-01,-0.014126304778185302
2017-02-02,0.0025910146601322787
2017-02-03,-0.005252312357374859
2017-02-06,0.03407434318099496
2017-02-07,0.007398818364027077
2017-02-08,0.0248066141321752
2017-02-09,-0.03227497188009386
2017-02-10,-0.005357075470440015
2017-02-13,-0.013947734747255865
2017-02-14,-0.025729985899121254
2017-02-15,-0.017252556566977544
2017-02-16,0.03039608347417604
2017-02-17,0.015597759534686754
2017-02-20,0.0
2017-02-21,-0.005021491650774005
2017-02-22,0.00528745651965706
2017-02-23,0.023481419671466768
2017-02-24,0.03536042589656191
2017-02-27,-0.030818068882274625
2017-02-28,-0.005991281673447948
2017-03-01,-0.05083262154959932
2017-03-02,-0.018115564872424487
2017-03-03,0.0032251638138042133
2017-03-06,-0.0005943776498300025
2017-03-07,-0.01584662403353192
2017-03-08,-0.019047842595713734
2017-03-09,-0.02150735189017428
2017-03-10,0.010219717629144935
2017-03-13,-0.016554227518258195
2017-03-14,0.007865281958529393
2017-03-15,0.04997084866328744
2017-03-16,-0.012366521973325925
2017-03-17,0.012120980964456678
2017-03-20,0.01434284511235024
2017-03-21,0.019816012192492925
2017-03-22,0.010415970408370518
2017-03-23,-0.0028697297751494057
2017-03-24,0.008027618678891863
2017-03-27,0.00522313540180461
2017-03-28,-0.021261528155531003
2017-03-29,0.018993876984386704
2017-03-30,-0.01645741700559766
2017-03-31,0.013996522946882237
2017-04-03,0.02810583846023525
2017-04-04,-0.002790460567515228
2017-04-05,0.014459482104934349
2017-04-06,-0.006216815698499829
2017-04-07,-0.027792744963590993
2017-04-10,0.005724175745033188
2017-04-11,0.03796327600363178
2017-04-12,0.019949428047309904
2017-04-13,0.025697803672161727
2017-04-14,-0.0
2017-04-17,-0.012207359772180527
2017-04-18,0.05246041898057451
2017-04-19,-0.019933026317518258
2017-04-20,-0.025498418278325996
2017-04-21,0.005361197692416142
2017-04-24,-0.032815316129228896
2017-04-25,-0.04754365813265067
2017-04-26,0.021393294373354854
2017-04-27,0.022485416436287414
2017-04-28,-0.0027890506348842705
2017-05-01,-0.022432775180998177
2017-05-02,0.02425274013031855
2017-05-03,-0.037205308977260564
2017-05-04,-0.01949864459496252
2017-05-05,-0.0046358435247678634
2017-05-08,-0.017636083482646933
2017-05-09,-0.028448731755507606
2017-05-10,0.006187519177439279
2017-05-11,0.008789052403268955
2017-05-12,0.06296993859062627
2017-05-15,-0.0111678656267749
2017-05-16,0.0064404102945670215
2017-05-17,0.07621671881686172
2017-05-18,-0.01392208741110115
2017-05-19,-0.007206853327447124
2017-05-22,-0.011006294325867373
2017-05-23,-0.03184647906855456
2017-05-24,0.03503564641779325
2017-05-25,0.004264944892636596
2017-05-26,-0.004969753509877511
2017-05-29,-0.0
2017-05-30,0.027188977167289116
2017-05-31,0.005022144159718206
2017-06-01,-0.00504677373010705
2017-06-02,0.03562740283655154
2017-06-05,-0.031057048105139283
2017-06-06,0.02751781552092136
2017-06-07,-0.027591012021612987
2017-06-08,-0.009549556058416795
2017-06-09,-0.019145001426044046
2017-06-12,-0.005191283596742077
2017-06-13,-0.013434654790155076
2017-06-14,0.04444444329775919
2017-06-15,-0.012167858205175843
2017-06-16,0.013392350653392351
2017-06-19,-0.042229014749403285
2017-06-20,0.021008249793808834
2017-06-21,-0.005256530418570746
2017-06-22,0.017527432130904286
2017-06-23,-0.005221632424440257
2017-06-26,-0.003403462130710384
2017-06-27,-0.04918627875332049
2017-06-28,0.018920056023827785
2017-06-29,-0.04024694171138138
2017-06-30,-0.02796381849244852
2017-07-03,-0.03562887202098791
2017-07-04,-0.0
2017-07-05,0.00890209193474829
2017-07-06,-0.015353280376908307
2017-07-07,-0.008920908696173773
2017-07-10,0.011934305041128097
2017-07-11,0.01422869812248038
2017-07-12,0.03257261593452378
2017-07-13,-0.013717798422035535
2017-07-14,0.018627749943234802
2017-07-17,0.0064544376480298385
2017-07-18,0.027570506342693896
2017-07-19,-0.007339521816617345
2017-07-20,0.004929510008257558
2017-07-21,0.013251597139799181
2017-07-24,-0.01619332515187662
2017-07-25,-0.05542267641781483
2017-07-26,0.05186022590906146
2017-07-27,-0.01076243369119329
2017-07-28,0.01365242816763956
2017-07-31,-0.004904191222802745
2017-08-01,0.027294735677698852
2017-08-02,-0.016650851802467895
2017-08-03,0.025377426033708673
2017-08-04,-0.02536962674337533
2017-08-07,0.0067845892702227285
2017-08-08,-0.020290086756651244
2017-08-09,0.031667157016462937
2017-08-10,0.02207533654130259
2017-08-11,0.028711407005072805
2017-08-14,-0.0277305466846364
2017-08-15,-0.043275009724087425
2017-08-16,0.03182239358409581
2017-08-17,0.024483723449654157
2017-08-18,-0.0073365779965461585
2017-08-21,0.00928159464867567
2017-08-22,-0.029164320823119667
2017-08-23,0.03107472727301859
2017-08-24,-0.01588748244037094
2017-08-25,0.0030265479870928286
2017-08-28,0.021223627424437664
2017-08-29,0.0241559101316072
2017-08-30,-0.013055132779510217
2017-08-31,0.015027562792160665
2017-09-01,-0.02713155065075539
2017-09-04,-0.0
2017-09-05,0.06808844173143262
2017-09-06,-0.024095630413566962
2017-09-07,0.04544648496761865
2017-09-08,-0.006513003816573495
2017-09-11,-0.06130219252992018
2017-09-12,-0.026739099592517523
2017-09-13,-0.024948885095913184
2017-09-14,-0.009974493850403639
2017-09-15,-0.014409846060086882
2017-09-18,-0.017671566926590918
2017-09-19,-0.006402998776007209
2017-09-20,-0.04393828122589946
2017-09-21,0.0020279543812452595
2017-09-22,0.00356347576732169
2017-09-25,0.02667703134162409
2017-09-26,-0.01545677038120789
2017-09-27,-0.03692102221598886
2017-09-28,0.014177690795455791
2017-09-29,-0.02240981927011894
2017-10-02,-0.016109968575048705
2017-10-03,0.016108822670562913
2017-10-04,-0.0
2017-10-05,-0.018097243118840388
2017-10-06,-0.03069024357649454
2017-10-09,-0.0
2017-10-10,0.020712915527035754
2017-10-11,-0.0
2017-10-12,0.004031357829759978
2017-10-13,0.02601886010848747
2017-10-16,-0.028078264926845866
2017-10-17,-0.00789981213640802
2017-10-18,-0.02907191161203187
2017-10-19,-0.008487538146803753
2017-10-20,0.03578206133982266
2017-10-23,0.01489928179798141
2017-10-24,-0.02747116667996525
2017-10-25,0.009755898845041994
2017-10-26,-0.012569134955850771
2017-10-27,0.032962473001321296
2017-10-30,0.022875860073706615
2017-10-31,-0.011191766166242484
2017-11-01,-0.0011062566575255803
2017-11-02,0.0072089311873387765
2017-11-03,-0.0002627848769140178
2017-11-06,0.009093881085080956
2017-11-07,-0.0056953318458385855
2017-11-08,0.01299293670267105
2017-11-09,-0.004024484753907076
2017-11-10,-0.040485621633878796
2017-11-13,-0.015588703269972286
2017-11-14,0.015820315037744233
2017-11-15,0.014721326267342613
2017-11-16,-0.027480989486906027
2017-11-17,-0.0037036157310242723
2017-11-20,0.024135153493116478
2017-11-21,0.005514852635766732
2017-11-22,-0.03386177087925743
2017-11-23,0.0
2017-11-24,0.011886263957689065
2017-11-27,-0.008399383947514029
2017-11-28,0.008307986509937856
2017-11-29,0.017952809791250336
2017-11-30,0.021878587962137288
2017-12-01,-0.008748867399391248
2017-12-04,0.011706818988907738
2017-12-05,0.006736602028360183
2017-12-06,-0.028612822520241842
2017-12-07,0.018440068686856388
2017-12-08,0.0009040014379831957
2017-12-11,0.012224846367385295
2017-12-12,0.009687730499426613
2017-12-13,-0.03218054257287477
2017-12-14,0.01273157094596802
2017-12-15,0.011076252060229226
2017-12-18,0.006369693651828537
2017-12-19,0.03135179104680107
2017-12-20,0.005539369649857059
2017-12-21,0.010056330088793928
2017-12-22,0.0044859358212386196
2017-12-25,0.0
2017-12-26,-0.0017186630384539146
2017-12-27,-0.01966763925883901
2017-12-28,0.00811304871296765
2017-12-29,-0.01562730224201954
2018-01-01,0.0
2018-01-02,0.025525001411737632
2018-01-03,0.002545240698431454
2018-01-04,0.011393564079880568
2018-01-05,0.006781138681158122
2018-01-08,0.0013671843096784131
2018-01-09,0.019932356838507827
2018-01-10,-0.003074923699109444
2018-01-11,-0.0006257784580050566
2018-01-12,0.012002278153190346
2018-01-15,0.0
2018-01-16,0.010215324723215829
2018-01-17,0.015114981882381464
2018-01-18,0.0156897284152086
2018-01-19,0.009462954571938315
2018-01-22,0.007955915930618585
2018-01-23,-0.015062425648179346
2018-01-24,0.004407356885329068
2018-01-25,-0.007651754574606339
2018-01-26,0.03016570491711637
2018-01-29,0.005172928583398749
2018-01-30,0.011298688463934153
2018-01-31,0.004751461692223018
2018-02-01,0.019640890929676625
2018-02-02,0.007933964802400892
2018-02-05,-0.04254817563097083
2018-02-06,0.011169720334837416
2018-02-07,0.028142820970646312
2018-02-08,-0.0023837873381575155
2018-02-09,-0.03184481455255931
2018-02-12,0.02343640644918768
2018-02-13,-0.008171196759522282
2018-02-14,-0.06155375682007525
2018-02-15,-0.002606675061702101
2018-02-16,0.007266627180006098
2018-02-19,-0.0
2018-02-20,-0.015744707527690967
2018-02-21,-0.023319785771879264
2018-02-22,0.016463289130299086
2018-02-23,0.021315762230637636
2018-02-26,0.014913576056416846
2018-02-27,-0.042270288109390236
2018-02-28,0.014591330711295042
2018-03-01,0.04179438218582571
2018-03-02,0.03179904246798468
2018-03-05,-0.010205839485894166
2018-03-06,0.0011579077743430913
2018-03-07,0.0011556246578824686
2018-03-08,-0.012647080108442009
2018-03-09,0.01628719022947339
2018-03-12,-0.008189367582974463
2018-03-13,-0.013884401750871767
2018-03-14,-0.008280707892247639
2018-03-15,0.009497748974621646
2018-03-16,0.019745342722518266
2018-03-19,0.0
2018-03-20,0.026718756459515557
2018-03-21,-0.003956394953871086
2018-03-22,-0.036533534897755696
2018-03-23,-0.011260954466373943
2018-03-26,0.0235599526500821
2018-03-27,-0.04429450845892986
2018-03-28,0.0055598090097737285
2018-03-29,-0.018085640559976107
2018-03-30,0.0
2018-04-02,-0.00830090214464977
2018-04-03,0.03336774760386767
2018-04-04,0.004186313675626502
2018-04-05,0.020849508958323444
2018-04-06,-0.03753466136825869
2018-04-09,0.012456110953422923
2018-04-10,0.015184699899385371
2018-04-11,-0.0014373905466018094
2018-04-12,0.028943972823224907
2018-04-13,0.0023997293052938993
2018-04-16,0.012172218791150862
2018-04-17,-0.003236771545460717
2018-04-18,0.02933557655373203
2018-04-19,0.026429131873475325
2018-04-20,0.020804067097862852
2018-04-23,0.01855037119086131
2018-04-24,0.0023165768560965095
2018-04-25,0.01005945473331329
2018-04-26,-0.013225663621446296
2018-04-27,-0.015169958971598434
2018-04-30,-0.005797819116377598
2018-05-01,0.01636310642907268
2018-05-02,-0.0085928748983615
2018-05-03,-0.013621222570020701
2018-05-04,0.0033328798523851837
2018-05-07,-0.0013257942276641117
2018-05-08,0.01699223944966456
2018-05-09,0.01956972554095351
2018-05-10,-0.009879774056656994
2018-05-11,0.003929304617419879
2018-05-14,0.010455813665116255
2018-05-15,0.04507982040559438
2018-05-16,0.009829183394189082
2018-05-17,0.0032046071036940776
2018-05-18,-0.026714568412619696
2018-05-21,0.002028663972651947
2018-05-22,0.0006970093346777531
2018-05-23,-0.04165260281097415
2018-05-24,-0.011804853380719309
2018-05-25,-0.034758128847284506
2018-05-28,0.0
2018-05-29,-0.11514135557515012
2018-05-30,-0.05880484183775583
2018-05-31,-0.0002802620485832777
2018-06-01,-0.04231312347270745
2018-06-04,-0.03022832559235425
2018-06-05,0.015053574922048903
2018-06-06,-0.031844718231095547
2018-06-07,-0.024992527516650785
2018-06-08,0.0
2018-06-11,0.019410423514230737
2018-06-12,0.006942187142445698
2018-06-13,0.026330388439831178
2018-06-14,-0.022174945472465627
2018-06-15,-0.006715119927475486
2018-06-18,-0.004153153755902551
2018-06-19,-0.019305030306310377
2018-06-20,0.020497898880252934
2018-06-21,-0.01638226841547224
2018-06-22,0.0
2018-06-25,-0.014977981763851057
2018-06-26,-0.00020738511781299832
2018-06-27,-0.024454315704534282
2018-06-28,0.009739262125593484
2018-06-29,0.0011798544373158592
2018-07-02,0.018059368137966193
2018-07-03,-0.023217038118735298
2018-07-04,0.0
2018-07-05,0.012674811302469119
2018-07-06,-0.01819100664126901
2018-07-09,0.027787491907799458
2018-07-10,0.012835058196610197
2018-07-11,-0.017001493637396947
2018-07-12,0.007390658032473266
2018-07-13,-0.012663534431908841
2018-07-16,0.0112387881367347
2018-07-17,0.010020221063703696
2018-07-18,0.0038064645002160785
2018-07-19,-0.018086442068532105
2018-07-20,0.019284118889368096
2018-07-23,0.041218061156043526
2018-07-24,-0.0025041710144311875
2018-07-25,-0.0016932757455637778
2018-07-26,0.027334866961319475
2018-07-27,-0.01431944663576993
2018-07-30,0.005797188452886884
2018-07-31,-0.0011222301025713703
2018-08-01,0.014260432368778437
2018-08-02,-0.013107260718593888
2018-08-03,-0.021374187207917485
2018-08-06,-0.009687493873343942
2018-08-07,0.028505843027793104
2018-08-08,-0.00734342548750022
2018-08-09,-0.02214844161968184
2018-08-10,-0.034873476355034495
2018-08-13,0.0013293528645300326
2018-08-14,0.012748374825441588
2018-08-15,-0.02504442515506084
2018-08-16,0.012712900174941293
2018-08-17,-0.0017086750446251415
2018-08-20,-0.03173906236635348
2018-08-21,0.019381291014289582
2018-08-22,-0.01935615586963521
2018-08-23,0.010459435768610218
2018-08-24,0.0016629298935402536
2018-08-27,0.016924770118130292
2018-08-28,0.018633493051809717
2018-08-29,0.0062313257947165124
2018-08-30,-0.020874492361996663
2018-08-31,-0.0062193717642332145
2018-09-03,0.0
2018-09-04,0.028034220941543706
2018-09-05,-0.004822105790388369
2018-09-06,-0.009205077552086254
2018-09-07,0.042910553258755604
2018-09-10,0.0061767809081232795
2018-09-11,0.02738438778104068
2018-09-12,-0.0028314663158810075
2018-09-13,0.0012742306011894607
2018-09-14,0.018861779627259004
2018-09-17,-0.004782583443138174
2018-09-18,0.03569896297320729
2018-09-19,0.014659942159589982
2018-09-20,-0.0017462405401731233
2018-09-21,-0.004762864592492415
2018-09-24,0.007700117686381678
2018-09-25,0.017888621515184177
2018-09-26,-0.021577958419796015
2018-09-27,0.0
2018-09-28,-0.012468376653026244
2018-10-01,0.01773757339545918
2018-10-02,-0.017306212184019315
2018-10-03,0.059245745228806594
2018-10-04,0.023235505005237474
2018-10-05,0.018141063177145804
2018-10-08,-0.0
2018-10-09,-0.013757938095561022
2018-10-10,-0.0021846251694371543
2018-10-11,0.042567478838699
2018-10-12,-0.002247194421478742
2018-10-15,-0.006954109484145364
2018-10-16,-0.005823322247114627
2018-10-17,-0.017463493719355225
2018-10-18,0.010571692592658881
2018-10-19,-0.019564770937964868
2018-10-22,-0.0
2018-10-23,0.027562881766922318
2018-10-24,0.052598806005654926
2018-10-25,-0.029602739766630068
2018-10-26,0.0501734510132258
2018-10-29,-0.0
2018-10-30,-0.025962121517938065
2018-10-31,-0.027826480435571496
2018-11-01,0.013484084069442518
2018-11-02,-0.061907508739044395
2018-11-05,0.009999232455198345
2018-11-06,-0.015614563106093226
2018-11-07,-0.010498275576416308
2018-11-08,-0.015590426463287444
2018-11-09,0.034020009060554156
2018-11-12,-0.0
2018-11-13,0.0436716884342317
2018-11-14,0.025120948442791745
2018-11-15,0.007391541603437191
2018-11-16,0.02954666511468363
2018-11-19,0.02051173480909669
2018-11-20,-0.004479299237772299
2018-11-21,-0.0060370252489045095
2018-11-22,-0.0
2018-11-23,0.007419165474347355
2018-11-26,-0.017604426859132778
2018-11-27,0.00838630331913029
2018-11-28,0.011110978078572024
2018-11-29,0.017860133241856656
2018-11-30,0.011453014685812085
2018-12-03,0.010216670112054346
2018-12-04,0.042253001322584166
2018-12-05,-0.0
2018-12-06,0.03633913871056734
2018-12-07,0.03299206118295785
2018-12-10,-0.004653205971423828
2018-12-11,-0.03919522098094096
2018-12-12,-0.013042107716864357
2018-12-13,0.01286822644772038
2018-12-14,0.018313941100095592
2018-12-17,0.03237164210015
2018-12-18,0.039058120588759106
2018-12-19,0.03094103533326799
2018-12-20,-0.027896129607591892
2018-12-21,0.013802936176777275
2018-12-24,0.05931667077039644
2018-12-25,-0.0
2018-12-26,-0.07425687331385335
2018-12-27,0.05570201164963601
2018-12-28,0.040969436508884335
2018-12-31,0.041600338073586006
2019-01-01,-0.0
2019-01-02,0.008392436755071698
2019-01-03,0.10970159051419068
2019-01-04,-0.11055875777217078
2019-01-07,-0.03332965718006289
2019-01-08,-0.04468749579348716
2019-01-09,0.009946394581963268
2019-01-10,0.004486755343966293
2019-01-11,0.02589633218842647
2019-01-14,0.0027033623465932506
2019-01-15,-0.0014183203343361359
2019-01-16,-0.013026517707956705
2019-01-17,-0.02384538772825582
2019-01-18,-0.04467037327109018
2019-01-21,-0.0
2019-01-22,0.04303286925576717
2019-01-23,-0.011210292120063515
2019-01-24,0.029811127375339693
2019-01-25,-0.037354013694960206
2019-01-28,0.005468002629609171
2019-01-29,0.03184714812590356
2019-01-30,0.043188806209279104
2019-01-31,0.060569145558464044
2019-02-01,-0.06853483784998152
2019-02-04,-0.015487955705689465
2019-02-05,0.010335064615937816
2019-02-06,0.009124248627155543
2019-02-07,0.037349458454426186
2019-02-08,0.022190036303527713
2019-02-11,-0.02621593377041344
2019-02-12,-0.01897930122477395
2019-02-13,-0.030951936674832942
2019-02-14,0.036470456356408096
2019-02-15,-0.012419269997793286
2019-02-18,-0.0
2019-02-19,0.01709503053690238
2019-02-20,-0.0
2019-02-21,-0.03115190225422924
2019-02-22,0.03981023247268415
2019-02-25,-0.018390025447123596
2019-02-26,0.02649461318559191
2019-02-27,-0.02693904739444655
2019-02-28,-0.022565578119247594
2019-03-01,-0.03009736804501163
2019-03-04,0.013412392863431037
2019-03-05,-0.0
2019-03-06,0.030109667014405952
2019-03-07,0.044098887886588826
2019-03-08,0.01764445608377196
2019-03-11,-0.01767577463869654
2019-03-12,0.021833746077154857
2019-03-13,-0.003563562713500066
2019-03-14,-0.009380910735484239
2019-03-15,0.02703810518517958
2019-03-18,-0.017121200633176653
2019-03-19,-0.0053361918594182055
2019-03-20,0.060458492711675964
2019-03-21,-0.004845637524294137
2019-03-22,0.08829588038721968
2019-03-25,0.03543309920809582
2019-03-26,0.02111888859019247
2019-03-27,0.01089847901343752
2019-03-28,-0.01183500137644819
2019-03-29,-0.03131321776957517
2019-04-01,-0.06087601172183506
2019-04-02,0.025987451838063436
2019-04-03,-0.030457413900620543
2019-04-04,0.0003377623223487348
